Year,Category,File Type,Filename,Relative Path,Official URL,File Size
2022,Ejecución_de_Recursos,markdown,ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA.md,2022/Ejecución_de_Recursos/markdown/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA.pdf,4844
2022,Ejecución_de_Recursos,markdown,ESTADO-DE-EJECUCION-DE-RECURSOS.md,2022/Ejecución_de_Recursos/markdown/ESTADO-DE-EJECUCION-DE-RECURSOS.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-RECURSOS.pdf,36437
2022,Ejecución_de_Recursos,json,ESTADOS-DE-EJECUCION-DE-RECURSOS-3°TRI-2022 copy.json,2022/Ejecución_de_Recursos/json/ESTADOS-DE-EJECUCION-DE-RECURSOS-3°TRI-2022 copy.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-3°TRI-2022 copy.pdf,134
2022,Ejecución_de_Recursos,markdown,ESTADOS-DE-EJECUCION-DE-RECURSOS-3°TRI-2022 copy.md,2022/Ejecución_de_Recursos/markdown/ESTADOS-DE-EJECUCION-DE-RECURSOS-3°TRI-2022 copy.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-3°TRI-2022 copy.pdf,29003
2022,Ejecución_de_Recursos,json,ESTADOS-DE-EJECUCION-DE-RECURSOS-3°TRI-2022.json,2022/Ejecución_de_Recursos/json/ESTADOS-DE-EJECUCION-DE-RECURSOS-3°TRI-2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-3°TRI-2022.pdf,129
2022,Ejecución_de_Recursos,markdown,ESTADOS-DE-EJECUCION-DE-RECURSOS-3°TRI-2022.md,2022/Ejecución_de_Recursos/markdown/ESTADOS-DE-EJECUCION-DE-RECURSOS-3°TRI-2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-3°TRI-2022.pdf,28993
2022,Ejecución_de_Recursos,json,ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRI-2022.json,2022/Ejecución_de_Recursos/json/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRI-2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRI-2022.pdf,152
2022,Ejecución_de_Recursos,markdown,ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRI-2022.md,2022/Ejecución_de_Recursos/markdown/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRI-2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRI-2022.pdf,9277
2022,Ejecución_de_Recursos,json,ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRI-2022.json,2022/Ejecución_de_Recursos/json/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRI-2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRI-2022.pdf,145
2022,Ejecución_de_Recursos,markdown,ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRI-2022.md,2022/Ejecución_de_Recursos/markdown/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRI-2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRI-2022.pdf,4720
2022,Estados_Financieros,markdown,SITUACION-ECONOMICA-FINANCIERA-1.md,2022/Estados_Financieros/markdown/SITUACION-ECONOMICA-FINANCIERA-1.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/SITUACION-ECONOMICA-FINANCIERA-1.pdf,12581
2022,Estados_Financieros,json,SITUACION-ECONOMICA-FINANCIERA-3°TRI-2022.json,2022/Estados_Financieros/json/SITUACION-ECONOMICA-FINANCIERA-3°TRI-2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/SITUACION-ECONOMICA-FINANCIERA-3°TRI-2022.pdf,127
2022,Estados_Financieros,markdown,SITUACION-ECONOMICA-FINANCIERA-3°TRI-2022.md,2022/Estados_Financieros/markdown/SITUACION-ECONOMICA-FINANCIERA-3°TRI-2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/SITUACION-ECONOMICA-FINANCIERA-3°TRI-2022.pdf,12708
2022,Estados_Financieros,json,SITUACION-ECONOMICA-FINANCIERA-4°TRE-2022.json,2022/Estados_Financieros/json/SITUACION-ECONOMICA-FINANCIERA-4°TRE-2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/SITUACION-ECONOMICA-FINANCIERA-4°TRE-2022.pdf,127
2022,Estados_Financieros,markdown,SITUACION-ECONOMICA-FINANCIERA-4°TRE-2022.md,2022/Estados_Financieros/markdown/SITUACION-ECONOMICA-FINANCIERA-4°TRE-2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/SITUACION-ECONOMICA-FINANCIERA-4°TRE-2022.pdf,12911
2022,Salud_Pública,markdown,CAIF-1.md,2022/Salud_Pública/markdown/CAIF-1.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/CAIF-1.pdf,6142
2022,Salud_Pública,markdown,CAIF-2.md,2022/Salud_Pública/markdown/CAIF-2.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/CAIF-2.pdf,6168
2022,Salud_Pública,json,CAIF-3°TRI-2022.json,2022/Salud_Pública/json/CAIF-3°TRI-2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/CAIF-3°TRI-2022.pdf,101
2022,Salud_Pública,markdown,CAIF-3°TRI-2022.md,2022/Salud_Pública/markdown/CAIF-3°TRI-2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/CAIF-3°TRI-2022.pdf,6192
2022,Salud_Pública,json,CAIF-4°TRE-2022.json,2022/Salud_Pública/json/CAIF-4°TRE-2022.json,http://carmendeareco.gob.ar/wp-content/uploads/2022/CAIF-4°TRE-2022.pdf,101
2022,Salud_Pública,markdown,CAIF-4°TRE-2022.md,2022/Salud_Pública/markdown/CAIF-4°TRE-2022.md,http://carmendeareco.gob.ar/wp-content/uploads/2022/CAIF-4°TRE-2022.pdf,6187
2023,Contrataciones,markdown,LICITACION-PUBLICA-N°10.md,2023/Contrataciones/markdown/LICITACION-PUBLICA-N°10.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/LICITACION-PUBLICA-N°10.pdf,3423
2023,Contrataciones,markdown,LICITACION-PUBLICA-N°11.md,2023/Contrataciones/markdown/LICITACION-PUBLICA-N°11.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/LICITACION-PUBLICA-N°11.pdf,3423
2023,Contrataciones,markdown,LICITACION-PUBLICA-N°7.md,2023/Contrataciones/markdown/LICITACION-PUBLICA-N°7.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/LICITACION-PUBLICA-N°7.pdf,3421
2023,Contrataciones,markdown,LICITACION-PUBLICA-N°8.md,2023/Contrataciones/markdown/LICITACION-PUBLICA-N°8.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/LICITACION-PUBLICA-N°8.pdf,3421
2023,Contrataciones,markdown,LICITACION-PUBLICA-N°9.md,2023/Contrataciones/markdown/LICITACION-PUBLICA-N°9.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/LICITACION-PUBLICA-N°9.pdf,3421
2023,Declaraciones_Patrimoniales,json,ddjj-2023.json,2023/Declaraciones_Patrimoniales/json/ddjj-2023.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/ddjj-2023.pdf,94
2023,Documentos_Generales,json,CUENTA-AHORRO-INVERSION-FINANCIAMIENTO-4°TRIMESTRE-2023.json,2023/Documentos_Generales/json/CUENTA-AHORRO-INVERSION-FINANCIAMIENTO-4°TRIMESTRE-2023.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/CUENTA-AHORRO-INVERSION-FINANCIAMIENTO-4°TRIMESTRE-2023.pdf,141
2023,Documentos_Generales,markdown,CUENTA-AHORRO-INVERSION-FINANCIAMIENTO-4°TRIMESTRE-2023.md,2023/Documentos_Generales/markdown/CUENTA-AHORRO-INVERSION-FINANCIAMIENTO-4°TRIMESTRE-2023.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/CUENTA-AHORRO-INVERSION-FINANCIAMIENTO-4°TRIMESTRE-2023.pdf,6274
2023,Documentos_Generales,markdown,GASTOS-CON-PERSPECTIVA-DE-GENERO.md,2023/Documentos_Generales/markdown/GASTOS-CON-PERSPECTIVA-DE-GENERO.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/GASTOS-CON-PERSPECTIVA-DE-GENERO.pdf,17460
2023,Documentos_Generales,markdown,GASTOS-POR-CARACTER-ECONOMICO.md,2023/Documentos_Generales/markdown/GASTOS-POR-CARACTER-ECONOMICO.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/GASTOS-POR-CARACTER-ECONOMICO.pdf,20717
2023,Documentos_Generales,markdown,GASTOS-POR-FINALIDAD-Y-FUNCION.md,2023/Documentos_Generales/markdown/GASTOS-POR-FINALIDAD-Y-FUNCION.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/GASTOS-POR-FINALIDAD-Y-FUNCION.pdf,9189
2023,Documentos_Generales,markdown,GASTOS-POR-FUENTE-DE-FINANCIAMIENTO.md,2023/Documentos_Generales/markdown/GASTOS-POR-FUENTE-DE-FINANCIAMIENTO.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/GASTOS-POR-FUENTE-DE-FINANCIAMIENTO.pdf,4574
2023,Documentos_Generales,markdown,MODULO-FISCAL.md,2023/Documentos_Generales/markdown/MODULO-FISCAL.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/MODULO-FISCAL.pdf,14056
2023,Documentos_Generales,markdown,MODULO-FISCAL_1.md,2023/Documentos_Generales/markdown/MODULO-FISCAL_1.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/MODULO-FISCAL_1.pdf,11360
2023,Documentos_Generales,markdown,RECURSOS-AFECTADOS-VS-GASTOS.md,2023/Documentos_Generales/markdown/RECURSOS-AFECTADOS-VS-GASTOS.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/RECURSOS-AFECTADOS-VS-GASTOS.pdf,20527
2023,Documentos_Generales,markdown,RECURSOS-POR-CARACTER-ECONOMICO.md,2023/Documentos_Generales/markdown/RECURSOS-POR-CARACTER-ECONOMICO.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/RECURSOS-POR-CARACTER-ECONOMICO.pdf,9352
2023,Documentos_Generales,markdown,RECURSOS-POR-PROCEDENCIA.md,2023/Documentos_Generales/markdown/RECURSOS-POR-PROCEDENCIA.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/RECURSOS-POR-PROCEDENCIA.pdf,4879
2023,Documentos_Generales,json,Resolución 1536_2023.json,2023/Documentos_Generales/json/Resolución 1536_2023.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/Resolución 1536_2023.pdf,106
2023,Documentos_Generales,markdown,Resolución 1536_2023.md,2023/Documentos_Generales/markdown/Resolución 1536_2023.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/Resolución 1536_2023.pdf,7677
2023,Documentos_Generales,json,Resolución 1556_2023.json,2023/Documentos_Generales/json/Resolución 1556_2023.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/Resolución 1556_2023.pdf,106
2023,Documentos_Generales,markdown,Resolución 1556_2023.md,2023/Documentos_Generales/markdown/Resolución 1556_2023.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/Resolución 1556_2023.pdf,11570
2023,Documentos_Generales,json,Resolución 1691_2023.json,2023/Documentos_Generales/json/Resolución 1691_2023.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/Resolución 1691_2023.pdf,106
2023,Documentos_Generales,markdown,Resolución 1691_2023.md,2023/Documentos_Generales/markdown/Resolución 1691_2023.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/Resolución 1691_2023.pdf,8063
2023,Documentos_Generales,json,Resolución 297_2023.json,2023/Documentos_Generales/json/Resolución 297_2023.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/Resolución 297_2023.pdf,105
2023,Documentos_Generales,markdown,Resolución 297_2023.md,2023/Documentos_Generales/markdown/Resolución 297_2023.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/Resolución 297_2023.pdf,7683
2023,Documentos_Generales,json,Resolución 3016_2023.json,2023/Documentos_Generales/json/Resolución 3016_2023.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/Resolución 3016_2023.pdf,106
2023,Documentos_Generales,markdown,Resolución 3016_2023.md,2023/Documentos_Generales/markdown/Resolución 3016_2023.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/Resolución 3016_2023.pdf,7857
2023,Documentos_Generales,json,Resolución 790_2023.json,2023/Documentos_Generales/json/Resolución 790_2023.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/Resolución 790_2023.pdf,105
2023,Documentos_Generales,markdown,Resolución 790_2023.md,2023/Documentos_Generales/markdown/Resolución 790_2023.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/Resolución 790_2023.pdf,8590
2023,Documentos_Generales,json,Resolución 828_2023.json,2023/Documentos_Generales/json/Resolución 828_2023.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/Resolución 828_2023.pdf,105
2023,Documentos_Generales,markdown,Resolución 828_2023.md,2023/Documentos_Generales/markdown/Resolución 828_2023.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/Resolución 828_2023.pdf,9093
2023,Documentos_Generales,markdown,SITUACION-ECONOMICO-FINANCIERA.md,2023/Documentos_Generales/markdown/SITUACION-ECONOMICO-FINANCIERA.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/SITUACION-ECONOMICO-FINANCIERA.pdf,14465
2023,Documentos_Generales,json,Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1536_2023 del Ministerio de Desarrollo de la Comunidad.json,2023/Documentos_Generales/json/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1536_2023 del Ministerio de Desarrollo de la Comunidad.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1536_2023 del Ministerio de Desarrollo de la Comunidad.pdf,220
2023,Documentos_Generales,markdown,Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1536_2023 del Ministerio de Desarrollo de la Comunidad.md,2023/Documentos_Generales/markdown/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1536_2023 del Ministerio de Desarrollo de la Comunidad.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1536_2023 del Ministerio de Desarrollo de la Comunidad.pdf,5209
2023,Documentos_Generales,json,Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1556_2023 del Ministerio de Infraestructura y Servicios Públicos.json,2023/Documentos_Generales/json/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1556_2023 del Ministerio de Infraestructura y Servicios Públicos.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1556_2023 del Ministerio de Infraestructura y Servicios Públicos.pdf,231
2023,Documentos_Generales,markdown,Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1556_2023 del Ministerio de Infraestructura y Servicios Públicos.md,2023/Documentos_Generales/markdown/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1556_2023 del Ministerio de Infraestructura y Servicios Públicos.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1556_2023 del Ministerio de Infraestructura y Servicios Públicos.pdf,5460
2023,Documentos_Generales,json,Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 297_2023 del Ministerio de Hacienda y Finanzas.json,2023/Documentos_Generales/json/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 297_2023 del Ministerio de Hacienda y Finanzas.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 297_2023 del Ministerio de Hacienda y Finanzas.pdf,212
2023,Documentos_Generales,markdown,Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 297_2023 del Ministerio de Hacienda y Finanzas.md,2023/Documentos_Generales/markdown/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 297_2023 del Ministerio de Hacienda y Finanzas.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 297_2023 del Ministerio de Hacienda y Finanzas.pdf,5164
2023,Documentos_Generales,json,Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 828_2023 de la Dirección Ejecutiva del Organismo Provincial De La Niñez y Adolescencia.json,2023/Documentos_Generales/json/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 828_2023 de la Dirección Ejecutiva del Organismo Provincial De La Niñez y Adolescencia.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 828_2023 de la Dirección Ejecutiva del Organismo Provincial De La Niñez y Adolescencia.pdf,254
2023,Documentos_Generales,markdown,Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 828_2023 de la Dirección Ejecutiva del Organismo Provincial De La Niñez y Adolescencia.md,2023/Documentos_Generales/markdown/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 828_2023 de la Dirección Ejecutiva del Organismo Provincial De La Niñez y Adolescencia.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 828_2023 de la Dirección Ejecutiva del Organismo Provincial De La Niñez y Adolescencia.pdf,5497
2023,Ejecución_de_Gastos,markdown,EJECUCION-DE-GASTOS.md,2023/Ejecución_de_Gastos/markdown/EJECUCION-DE-GASTOS.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/EJECUCION-DE-GASTOS.pdf,782102
2023,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-2.md,2023/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-2.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-GASTOS-2.pdf,685019
2023,Ejecución_de_Gastos,json,ESTADO-DE-EJECUCION-DE-GASTOS-2023-4°TRI.json,2023/Ejecución_de_Gastos/json/ESTADO-DE-EJECUCION-DE-GASTOS-2023-4°TRI.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-GASTOS-2023-4°TRI.pdf,126
2023,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-2023-4°TRI.md,2023/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-2023-4°TRI.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-GASTOS-2023-4°TRI.pdf,643562
2023,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-3°TRIMESTRE.md,2023/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-3°TRIMESTRE.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-GASTOS-3°TRIMESTRE.pdf,641326
2023,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-CON-PERSPECTIVA-DE-GENERO-2.md,2023/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-CON-PERSPECTIVA-DE-GENERO-2.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-GASTOS-CON-PERSPECTIVA-DE-GENERO-2.pdf,16841
2023,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-2.md,2023/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-2.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-2.pdf,18159
2023,Ejecución_de_Gastos,json,ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-2023-4°TRI.json,2023/Ejecución_de_Gastos/json/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-2023-4°TRI.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-2023-4°TRI.pdf,149
2023,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-2023-4°TRI.md,2023/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-2023-4°TRI.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-2023-4°TRI.pdf,17333
2023,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-3°TRIMESTRE.md,2023/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-3°TRIMESTRE.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-3°TRIMESTRE.pdf,18055
2023,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-2.md,2023/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-2.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-2.pdf,9305
2023,Ejecución_de_Gastos,json,ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-2023-4°TRI.json,2023/Ejecución_de_Gastos/json/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-2023-4°TRI.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-2023-4°TRI.pdf,150
2023,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-2023-4°TRI.md,2023/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-2023-4°TRI.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-2023-4°TRI.pdf,8288
2023,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-3°TRIMESTRE.md,2023/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-3°TRIMESTRE.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-3°TRIMESTRE.pdf,8394
2023,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-2.md,2023/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-2.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-2.pdf,4695
2023,Ejecución_de_Gastos,json,ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-2023-4°TRI.json,2023/Ejecución_de_Gastos/json/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-2023-4°TRI.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-2023-4°TRI.pdf,155
2023,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-2023-4°TRI.md,2023/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-2023-4°TRI.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-2023-4°TRI.pdf,4559
2023,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-3°TRIMESTRE.md,2023/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-3°TRIMESTRE.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-3°TRIMESTRE.pdf,4558
2023,Ejecución_de_Gastos,json,ESTADO-DE-EJECUCION-DE-GASTOS-POR-PERSPECTIVA-DE-GENERO-4°TRIMESTRE-2023.json,2023/Ejecución_de_Gastos/json/ESTADO-DE-EJECUCION-DE-GASTOS-POR-PERSPECTIVA-DE-GENERO-4°TRIMESTRE-2023.json,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-GASTOS-POR-PERSPECTIVA-DE-GENERO-4°TRIMESTRE-2023.pdf,158
2023,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-GASTOS-POR-PERSPECTIVA-DE-GENERO-4°TRIMESTRE-2023.md,2023/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-GASTOS-POR-PERSPECTIVA-DE-GENERO-4°TRIMESTRE-2023.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-GASTOS-POR-PERSPECTIVA-DE-GENERO-4°TRIMESTRE-2023.pdf,15359
2023,Ejecución_de_Gastos,markdown,ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-2.md,2023/Ejecución_de_Gastos/markdown/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-2.md,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-2.pdf,18846
